,code,name,i_median,i_from,i_average,i_mean,i_to,code_status,subcategory
BRrfd,BRrfd,Biossance,0.04868,0,0.04868,0.17954199999999998,3.703704,live,Beauty
BRrfr,BRrfr,BioSteel,0,0,0,0.062247,2.063107,live,Drinks
BRrff,BRrff,Biotherm,0.060078,0,0.060078,0.160356,3.684971,live,Beauty
BRrfg,BRrfg,Bioware,0.041046,0,0.041046,0.15204199999999998,4.007045,live,Games
BRrf8,BRrf8,Birdiebee,0.064904,0,0.064904,0.189197,2.950474,live,Clothing
BRrfe,BRrfe,Birkenstock,0.147348,0,0.147348,0.358319,3.541247,live,Shoes
BRrfj,BRrfj,Biscuitville,0,0,0,0.007051,0.248447,live,Fast food
BRrfk,BRrfk,Bishop + Young,0,0,0,0.008405,0.29314799999999996,live,Clothing
BRrfm,BRrfm,Bitburger Brewery,0,0,0,0.007443,0.34285699999999997,live,Alcohol
BRrfc,BRrfc,BITE Beauty,0.254582,0,0.254582,0.660415,14.330025,live,Beauty
BRrfp,BRrfp,BitLife,0.01966,0,0.01966,0.12739899999999998,2.6579829999999998,live,Games
BRrfq,BRrfq,Bitmoji,0,0,0,0.024175,0.320924,live,Online services
BRrfx,BRrfx,BJ's Wholesale Club,0,0,0,0.032355999999999996,0.9735739999999999,live,Stores & shops
BRrfo,BRrfo,BKT,0,0,0,0.007490000000000001,0.52356,live,Auto services
BRrft,BRrft,Black & Veatch,0,0,0,0.0019500000000000001,0.095969,live,Prof services
BRrf1,BRrf1,Black Desert Online,0,0,0,0.000505,0.060423,live,Games
BRrfu,BRrfu,Black Diamond Equipment,0.229299,0,0.229299,0.7404219999999999,23.308883,live,Sporting Goods
BRrfw,BRrfw,Black Frame,0,0,0,0.042690000000000006,2.1,live,Prof services
BRrfi,BRrfi,Black Hole Recordings,0.030159,0,0.030159,0.072462,1.9880719999999998,live,Prof services
BRrfs,BRrfs,Black Library,0,0,0,0.006183,0.250417,live,Games
BRrfz,BRrfz,Black Milk,0.659118,0,0.659118,1.293168,16.942509,live,Clothing
BRrfa,BRrfa,Black Moon Cosmetics,0.20427099999999998,0,0.20427099999999998,0.664891,18.725461,live,Beauty
BRrf3,BRrf3,Black Rifle Coffee,0.08058000000000001,0,0.08058000000000001,0.5928089999999999,24.341839,live,Cafes
BRrf4,BRrf4,Blackjack Pizza,0,0,0,0.0009029999999999999,0.074047,live,Casual dining
BRrf5,BRrf5,Blacklist Lifestyle,0.998525,0,0.998525,1.611621,26.277372,live,Auto services
BRrfh,BRrfh,Blackmores,0,0,0,0.028020999999999997,2.02332,live,Medicine
BRrf7,BRrf7,blackopstoys,0,0,0,0.0068639999999999994,0.33003299999999997,live,Toys
BRrf6,BRrf6,Blacks Outdoor Retail,0,0,0,0.019,1.016419,live,Sporting Goods
BRrf9,BRrf9,Blackstar Amplification,0.032347,0,0.032347,0.14588,8.314607,live,Cons electronics
BRrgy,BRrgy,Blackstone Labs,0,0,0,0.065616,1.674385,live,Medicine
BRrgb,BRrgb,Blackwell UK,0,0,0,0.018314,0.9236449999999999,live,Stores & shops
BRrgn,BRrgn,Blade & Soul,0,0,0,0.003829,0.184672,live,Games
BRrgd,BRrgd,Blain's Farm and Fleet,0,0,0,0.002043,0.107527,live,Stores & shops
BRrgr,BRrgr,Blanc & Eclare,0.023218,0,0.023218,0.16850199999999999,8.274594,live,Bags
BRrgf,BRrgf,Blancpain,0.055416999999999994,0,0.055416999999999994,0.121127,2.276867,live,Watches
BRrgg,BRrgg,Blankie Tails,0,0,0,0.039215,1.4348100000000001,live,Clothing
BRrg8,BRrg8,BlankNYC,0.024114,0,0.024114,0.099719,1.9740900000000001,live,Clothing
BRrge,BRrge,Blanton's,0,0,0,0.10951000000000001,4.105345,live,Alcohol
BRrgj,BRrgj,Blaze Pizza,0.070634,0,0.070634,0.194136,2.8451,live,Casual dining
BRrgk,BRrgk,Blink Fitness,0,0,0,0.03127,0.516573,live,Fitness
BRrgm,BRrgm,Bliss Hair,0,0,0,0.002031,0.151286,live,Beauty
BRrgp,BRrgp,BlogTV,0.061507,0,0.061507,0.236287,7.139162,live,Online services
BRrgq,BRrgq,Blondo,0,0,0,0.003016,0.126502,live,Shoes
BRrgx,BRrgx,Bloomin' Brands,0,0,0,0.000254,0.041135,live,Hotels
BRrgt,BRrgt,Blue Air,0,0,0,0.0057989999999999995,0.159067,live,Airlines
BRrg1,BRrg1,Blue Beauty Salon,0,0,0,0.154724,19.167883,live,Stores & shops
BRrgu,BRrgu,Blue Bell Creameries,0,0,0,0.07327,1.866346,live,Food
BRrgw,BRrgw,Blue Bottle,0.126697,0,0.126697,0.444772,9.873418,live,Drinks
BRrgi,BRrgi,Blue Diamond,0,0,0,0.043406,1.387137,live,Hotels
BRrgs,BRrgs,Blue,0,0,0,0.014527,0.592417,live,Stores & shops
BRrgz,BRrgz,Blue Nile,0.059294,0,0.059294,0.153529,2.104443,live,Jewelry
BRrg3,BRrg3,Blue Sparrow Coffee,0,0,0,0.005581,0.21451599999999998,live,Cafes
BRrg4,BRrg4,Blueberi.com,0.421496,0,0.421496,0.765994,9.283705,live,Clothing
BRrg5,BRrg5,Bluefly,0,0,0,0.042794,0.933376,live,Clothing
BRrgh,BRrgh,Bluehost,0,0,0,0.02228,0.40625000000000006,live,Technology
BRrg7,BRrg7,Bluenotes,0,0,0,0.027996999999999998,1.020408,live,Clothing
BRrg6,BRrg6,BlueStacks,0,0,0,0.007280999999999999,0.23474199999999998,live,Games
BRrg9,BRrg9,Blumarine,0.148514,0,0.148514,0.29146299999999997,4.8907,live,Clothing
BRr8y,BRr8y,Blumhouse,0.11750899999999999,0,0.11750899999999999,0.29255000000000003,5.538832,live,Prof services
BRr8b,BRr8b,BMC,0.066138,0,0.066138,0.239918,17.340332,live,Stores & shops
BRr8n,BRr8n,BMF,0,0,0,0.018701,0.621118,live,Prof services
BRr8d,BRr8d,BMO Harris Bank,0,0,0,0.0057139999999999995,0.19861,live,Banks
BRr8r,BRr8r,BNSF,0,0,0,0.027059,0.588235,live,Trains
BRr8f,BRr8f,Boardman Bikes,0,0,0,0.023101,1.6458849999999998,live,Auto makers
BRr8g,BRr8g,Boar's Head,0,0,0,0.060405,1.42663,live,Food
BRr88,BRr88,Boating Camping and Fishing,0,0,0,0.051774,3.195569,live,Stores & shops
BRr8e,BRr8e,Bobby's Burger Palace,0.023961999999999997,0,0.023961999999999997,0.105206,2.423343,live,Fast food
BRr8j,BRr8j,Bobcat Company,0,0,0,0.043762999999999996,1.895982,live,Cons electronics
BRr8k,BRr8k,Bobeau,0,0,0,0.010922,0.437637,live,Fine Dining
BRr8m,BRr8m,Bob's Discount Furniture,0,0,0,0.023115,0.6037319999999999,live,Furniture
BRr8c,BRr8c,Bob's Red Mill,0.095969,0,0.095969,0.41213000000000005,9.635916,live,Food
BRr8p,BRr8p,BoConcept,0,0,0,0.084592,2.257568,live,Furniture
BRr8q,BRr8q,Bodega,0.113636,0,0.113636,0.364157,14.411965,live,Stores & shops
BRr8x,BRr8x,Bodega Aurrera,0,0,0,0.0028139999999999997,0.15015,live,Stores & shops
BRr8o,BRr8o,Boden,0.022387999999999998,0,0.022387999999999998,0.333817,12.868949,live,Clothing
BRr8t,BRr8t,Bodum,0,0,0,0.030980000000000004,0.684932,live,Household prod
BRr81,BRr81,Boehringer Ingelheim,0,0,0,0.017211,0.274443,live,Medicine
BRr8u,BRr8u,Bogs,0,0,0,0.036900999999999996,1.551313,live,Shoes
BRr8w,BRr8w,Bohomoon,0.11071099999999999,0,0.11071099999999999,0.25123799999999996,4.491662,live,Accessories
BRr8i,BRr8i,Bollare,0.020155,0,0.020155,0.08803599999999999,2.047693,live,Prof services
BRr8s,BRr8s,Bolthouse Farms,0.019459,0,0.019459,0.118638,2.190258,live,Drinks
BRr8z,BRr8z,Bombardier,0.064454,0,0.064454,0.13694199999999998,2.216749,live,Auto makers
BRr8a,BRr8a,Bombas,0,0,0,0.119682,2.240199,live,Clothing
BRr83,BRr83,Bombay Sapphire,0,0,0,0.035716,0.7933359999999999,live,Alcohol
BRr84,BRr84,Bonafont,0,0,0,0.013672,0.714286,live,Drinks
BRr85,BRr85,Bonchon Chicken,0,0,0,0.032004,0.545364,live,Casual dining
BRr8h,BRr8h,Bondi Sands,0.21765099999999998,0,0.21765099999999998,0.535624,12.416965,live,Prof services
BRr87,BRr87,Bonneville Power,0,0,0,0.000611,0.066357,live,Prof services
BRr86,BRr86,Bonobos,0.06899000000000001,0,0.06899000000000001,0.19711499999999998,3.182309,live,Clothing
BRr89,BRr89,Bonpoint,0,0,0,0.127497,4.344049,live,Clothing
BRrey,BRrey,bonprix,0,0,0,0.045248,0.976139,live,Clothing
BRreb,BRreb,Bontoni,0,0,0,0.053922,1.31461,live,Shoes
BRren,BRren,Bony Levy,0,0,0,0.007378999999999999,0.224359,live,Accessories
BRred,BRred,Boodles,0,0,0,0.043164999999999995,1.685985,live,Accessories
BRrer,BRrer,Boohoo,1.542665,0,1.542665,2.811954,28.014366,live,Clothing
BRref,BRref,Book Depository,0,0,0,0.08675000000000001,3.091106,live,eCommerce
BRreg,BRreg,Book Off,0,0,0,0.00489,0.177502,live,Stores & shops
BRre8,BRre8,Booking.com,0.250281,0,0.250281,0.42178099999999996,3.6268659999999997,live,Travel booking
BRree,BRree,BookIt.com,0,0,0,0.0030429999999999997,0.13661199999999998,live,Hotels
BRrej,BRrej,Boost Vibes,0,0,0,0.0057669999999999996,0.29383000000000004,live,Shoes
BRrek,BRrek,Boosted Cars,0.35587199999999997,0,0.35587199999999997,0.987019,28.713985,live,Auto services
BRrem,BRrem,Booster Juice,0,0,0,0.024652,1.173959,live,Drinks
BRrec,BRrec,Boot Campaign,0,0,0,0.057689,2.36395,live,ORGs/Companies
BRrep,BRrep,Booths,0,0,0,0.027378999999999997,1.197293,live,Supermarkets
BRrex,BRrex,Borajet Airlines,0,0,0,0.001849,0.098814,live,Airlines
BRreo,BRreo,Borderlands,0.034547999999999995,0,0.034547999999999995,0.16678,3.981043,live,Games
BRret,BRret,BORGATA,0,0,0,0.010213999999999999,0.31762799999999997,live,Hotels
BRre1,BRre1,BorgWarner,0,0,0,0.007200000000000001,0.41933899999999996,live,Auto makers
BRreu,BRreu,Børn,0,0,0,0.033509,0.80393,live,Shoes
BRrew,BRrew,Boscia,0.09745799999999999,0,0.09745799999999999,0.284719,6.59748,live,Beauty
BRrez,BRrez,Boss_Properties,0.48085799999999995,0,0.48085799999999995,0.7345349999999999,9.014771,live,Prof services
BRrea,BRrea,BossBab,0.39322599999999996,0,0.39322599999999996,1.21331,14.851045,live,Technology
BRre3,BRre3,Bosslogic,0.43188299999999996,0,0.43188299999999996,0.805754,15.475604,live,Games
BRre4,BRre4,Bottega Veneta,0,0,0,0.005735,0.232019,live,Bags
BRre5,BRre5,Boucheron,0.099783,0,0.099783,0.233198,4.568166,live,Jewelry
BRreh,BRreh,Bouclair,0,0,0,0.06591899999999999,4.699166,live,Furniture
BRre7,BRre7,Boulevard Beer,0,0,0,0.032996,1.037906,live,Alcohol
BRre6,BRre6,Bounty,0,0,0,0.025376,0.568828,live,Household prod
BRre9,BRre9,Bouqs,0.035871,0,0.035871,0.211732,4.684886,live,eCommerce
BRrjy,BRrjy,Bourjois,0.17973499999999998,0,0.17973499999999998,0.453806,11.520059,live,Beauty
BRrjn,BRrjn,Boursorama,0,0,0,0.001111,0.09311000000000001,live,Banks
BRrjd,BRrjd,Boux Avenue,0.009278999999999999,0,0.009278999999999999,0.171005,7.444169,live,Clothing
BRrjr,BRrjr,Bovis Homes,0,0,0,0.001616,0.124688,live,Prof services
BRrjf,BRrjf,Bowers & Wilkins,0.041618999999999996,0,0.041618999999999996,0.116143,2.098765,live,Cons electronics
BRrjg,BRrjg,Bowflex,0,0,0,0.033325,0.631769,live,Sporting Goods
BRrj8,BRrj8,BoxLunch,0.086348,0,0.086348,0.341558,7.692308,live,Stores & shops
BRrje,BRrje,Boxycharm,0.410083,0,0.410083,0.974804,17.071197,live,Beauty
BRrjj,BRrjj,Boys & Girls Clubs,0,0,0,0.034332999999999995,0.6389779999999999,live,ORGs/Companies
BRrjk,BRrjk,Boys Scouts of America,0,0,0,0.037843,0.725745,live,ORGs/Companies
BRrjm,BRrjm,BPCM,0,0,0,0.042843,1.7763849999999999,live,Prof services
BRrjc,BRrjc,BPER Banca,0,0,0,0.0009000000000000001,0.092166,live,Banks
BRrjp,BRrjp,BPI Sports,0.168483,0,0.168483,0.314231,5.357143,live,Medicine
BRrjx,BRrjx,Brabantia,0,0,0,0.024073999999999998,1.082365,live,Furniture
BRrjo,BRrjo,Brabus,0.17260599999999998,0,0.17260599999999998,0.36255699999999996,7.178096,live,Auto makers
BRrjt,BRrjt,Bradesco Seguros,0,0,0,0.022276,0.58309,live,Insurance
BRrj1,BRrj1,Bradford Exchange,0,0,0,0.038384,0.7800309999999999,live,Stores & shops
BRrju,BRrju,Brahmin,0,0,0,0.06932,1.721854,live,Bags
BRrjw,BRrjw,BEN,0,0,0,0.000897,0.074019,live,Technology
BRrji,BRrji,Brandless,0.063523,0,0.063523,0.346485,4.8210370000000005,live,eCommerce
BRrjs,BRrjs,Brandon Maxwell,0.219631,0,0.219631,0.439447,6.966214,live,Clothing
BRrjz,BRrjz,Brandwatch,0,0,0,0.016339,0.43047799999999997,live,Software
BRrja,BRrja,Brandy Melville,1.545254,0,1.545254,2.321446,18.371837,live,Bags
BRrj3,BRrj3,Braskem,0,0,0,0.012803,0.486027,live,Energy
BRrj4,BRrj4,Brastop,0,0,0,0.038144,1.404151,live,eCommerce
BRrj5,BRrj5,Bravado Gaming,0,0,0,0.001856,0.136924,live,Games
BRrjh,BRrjh,Bravissimo,0,0,0,0.034936,1.283906,live,Clothing
BRrj7,BRrj7,Brawl Stars,0,0,0,0.040249,0.764923,live,Games
BRrj6,BRrj6,Bremer Bank,0,0,0,0.000334,0.054855,live,Banks
BRrj9,BRrj9,Bremont,0.054025,0,0.054025,0.122335,2.164731,live,Watches
BRrky,BRrky,Bresee Foundation,0,0,0,0.00092,0.07734,live,ORGs/Companies
BRrkb,BRrkb,Brew Dog,0.072077,0,0.072077,0.349483,11.054852,live,Alcohol
BRrkn,BRrkn,Brewers Fayre,0,0,0,0.006960000000000001,0.399906,live,Casual dining
BRrkd,BRrkd,BrickWarriors,0,0,0,0.015740999999999998,0.392157,live,Games
BRrkf,BRrkf,Bric's,0.033160999999999996,0,0.033160999999999996,0.089534,2.556611,live,Bags
BRrkg,BRrkg,Brides & Hairpins,0,0,0,0.011980999999999999,0.34580299999999997,live,Accessories
BRrke,BRrke,Briggs & Riley,0,0,0,0.006601,0.20380399999999999,live,Stores & shops
BRrkj,BRrkj,Bright Starts,0,0,0,0.01366,0.75275,live,Toys
BRrkk,BRrkk,BrightSource Energy,0,0,0,0.00045000000000000004,0.063052,live,eCommerce
BRrkm,BRrkm,Brilliance Auto,0,0,0,0.012293,0.33222599999999997,live,Auto makers
BRrkc,BRrkc,Brilliant Earth,0.144902,0,0.144902,0.409093,4.528986,live,Accessories
BRrkp,BRrkp,Brio Tuscan Grille,0,0,0,0.026892,0.9445100000000001,live,Casual dining
BRrkq,BRrkq,Brioni,0.077474,0,0.077474,0.171766,3.4334759999999998,live,Clothing
BRrkx,BRrkx,Brisk,0,0,0,0.057746,0.7481300000000001,live,Drinks
BRrko,BRrko,Bristol-Myers Squibb ,0,0,0,0.013476,0.27248,live,Healthcare
BRrkt,BRrkt,Brit + Co,0.078817,0,0.078817,0.397655,8.142857,live,Online services
BRrk1,BRrk1,Brita,0,0,0,0.019769,0.357143,live,Household prod
BRrku,BRrku,Britannia Industries,0,0,0,0.00021799999999999999,0.040783,live,Food
BRrkw,BRrkw,British American Tobacco,0,0,0,0.0037849999999999997,0.178891,live,Tobacco
BRrki,BRrki,BCLC,0,0,0,0.000892,0.08771899999999999,live,Games
BRrks,BRrks,British Knights,0,0,0,0.037008,1.2751679999999999,live,Shoes
BRrkz,BRrkz,Brittany Ferries,0,0,0,0.0063869999999999994,0.307409,live,Cruises
BRrka,BRrka,Broadridge,0,0,0,0.000495,0.07328699999999999,live,Technology
BRrk3,BRrk3,Broadway Cares,0,0,0,0.116467,2.793017,live,ORGs/Companies
BRrk4,BRrk4,Brocade,0,0,0,0.004501,0.15576299999999998,live,Telecom
BRrk5,BRrk5,Brooke Bond,0,0,0,6.1e-05,0,live,Drinks
BRrkh,BRrkh,Brooklinen,0.036622999999999996,0,0.036622999999999996,0.189883,3.601108,live,eCommerce
BRrk7,BRrk7,Brooklyn Brewery,0.067114,0,0.067114,0.31219,12.171946,live,Alcohol
BRrk6,BRrk6,Brooklyn Museum,0.315623,0,0.315623,1.22211,33.513514,live,Prof services
BRrk9,BRrk9,Browning Arms,0.035979,0,0.035979,0.331638,20.250133,live,Sporting Goods
BRrmb,BRrmb,Bruce Getty,0.294572,0,0.294572,0.540567,11.422709,live,eCommerce
BRrmn,BRrmn,Brugal,0,0,0,0.004343,0.23084000000000002,live,Alcohol
BRrmd,BRrmd,STIB-MIVB,0,0,0,0.004318,0.205198,live,Trains
BRrmr,BRrmr,Bticino,0,0,0,0.0021839999999999997,0.123609,live,Cons electronics
BRrmf,BRrmf,Bubly,0,0,0,0.023360000000000002,0.472441,live,Drinks
BRrmg,BRrmg,Buc-ee's,0,0,0,0.024183,0.655226,live,Stores & shops
BRrm8,BRrm8,Buchanan PR,0,0,0,0.000878,0.087642,live,Prof services
BRrme,BRrme,Buchanan's,0,0,0,0.016175,0.529998,live,Alcohol
BRrmj,BRrmj,Bucherer,0,0,0,0.025564999999999997,0.5631539999999999,live,Accessories
BRrmk,BRrmk,Buck Knives,0,0,0,0.14477399999999999,9.20546,live,Household prod
BRrmm,BRrmm,Bucketfeet,0,0,0,0.027136999999999998,0.510899,live,Shoes
BRrmc,BRrmc,Buckle,0.053376,0,0.053376,0.219724,4.644931,live,Stores & shops
BRrmp,BRrmp,Budget Direct,0,0,0,0.001552,0.138265,live,Insurance
BRrmq,BRrmq,Budget Rent a Car,0,0,0,0.008857,0.33747299999999997,live,Auto rentals
BRrmx,BRrmx,Buffalo Trace,0.039417,0,0.039417,0.233592,7.940905,live,Alcohol
BRrmo,BRrmo,Bugaboo,0.064966,0,0.064966,0.248193,7.626589,live,Household prod
BRrmt,BRrmt,Bugatti,1.5460859999999998,0,1.5460859999999998,2.305757,23.942094,live,Auto makers
BRrm1,BRrm1,BuildDirect,0,0,0,0.015896,0.641519,live,Furniture
BRrmu,BRrmu,Bull Moose Music,0,0,0,0.014355999999999999,0.41828499999999996,live,Stores & shops
BRrmw,BRrmw,Bulldog Gin,0,0,0,0.040456,1.02,live,Alcohol
BRrmi,BRrmi,Bulleit,0.053326,0,0.053326,0.19347699999999998,4.942529,live,Alcohol
BRrms,BRrms,BullionVault,0,0,0,0.000792,0.07657000000000001,live,Prof services
BRrmz,BRrmz,Bumble,0.183585,0,0.183585,0.42225199999999996,4.283217,live,Social media
BRrma,BRrma,Bumble and Bumble,0.148359,0,0.148359,0.426212,7.8417,live,Beauty
BRrm3,BRrm3,Bumbu,0.019298,0,0.019298,0.114759,2.138158,live,Alcohol
BRrm4,BRrm4,Bungie,0.111276,0,0.111276,0.34579099999999996,6.445498,live,Games
BRrm5,BRrm5,Bunnings Warehouse,0,0,0,0.07092000000000001,4.610904,live,Supermarkets
BRrmh,BRrmh,Bunn-o-Matic,0,0,0,0.0069489999999999994,0.269978,live,Drinks
BRrm7,BRrm7,Bureau Betak,0.029693999999999998,0,0.029693999999999998,0.14868399999999998,5.6240369999999995,live,Prof services
BRrm9,BRrm9,Burj Al Arab,0.23474199999999998,0,0.23474199999999998,0.374214,4.384031,live,Hotels
BRrcy,BRrcy,Burst Oral Care,0,0,0,0.050306,0.89141,live,Beauty
BRrcb,BRrcb,Burton Snowboards,0.424674,0,0.424674,0.893837,13.149275,live,Sporting Goods
BRrcn,BRrcn,Burt's Bees,0.175231,0,0.175231,0.467151,6.128405,live,Beauty
BRrcd,BRrcd,Bushiroad,0,0,0,0.0017059999999999998,0.101061,live,Games
BRrcr,BRrcr,Bushmaster Firearms,0,0,0,0.009311,0.48309199999999997,live,Sporting Goods
BRrcf,BRrcf,Bushmills,0,0,0,0.007508,0.238095,live,Alcohol
BRrcg,BRrcg,Bushnell,0,0,0,0.036878999999999995,3.305785,live,Sporting Goods
BRrc8,BRrc8,Bush's Chicken,0,0,0,0.001663,0.087336,live,Fast food
BRrce,BRrce,BDC,0,0,0,0.009807999999999999,0.5576209999999999,live,Banks
BRrcj,BRrcj,Butlins,0,0,0,0.026081999999999998,1.4111609999999999,live,Hotels
BRrck,BRrck,Butter London,0.09876499999999999,0,0.09876499999999999,0.29422699999999996,6.919494,live,Beauty
BRrcm,BRrcm,Buxom,0.23512799999999998,0,0.23512799999999998,0.569367,13.02806,live,Beauty
BRrcc,BRrcc,Buy Buy Baby,0.078849,0,0.078849,0.220578,4.9872119999999995,live,Stores & shops
BRrcp,BRrcp,BuyDig,0,0,0,0.021248,1.775148,live,eCommerce
BRrcq,BRrcq,Bvlgari,0.10854799999999999,0,0.10854799999999999,0.250982,4.542701,live,Hotels
BRrcx,BRrcx,BWR PR,0,0,0,0.019034,0.47923299999999996,live,Prof services
BRrct,BRrct,By Terry,0.112676,0,0.112676,0.261468,5.538462,live,Beauty
BRrc1,BRrc1,Byredo,0.017724,0,0.017724,0.17934000000000003,4.5262270000000004,live,eCommerce
BRrcu,BRrcu,ByteDance,0,0,0,0.000321,0.053362,live,Online services
BRrcw,BRrcw,Cases Ala Mode,0.30045099999999997,0,0.30045099999999997,0.5249269999999999,4.619076,live,eCommerce
BRrci,BRrci,C Spire Wireless,0,0,0,0.010561,0.610221,live,Telecom
BRrcs,BRrcs,C. F. Martin,0.202319,0,0.202319,0.447464,15.12,live,Musical Instruments
BRrcz,BRrcz,C.O. Bigelow,0,0,0,0.029793999999999998,0.9398500000000001,live,Stores & shops
BRrca,BRrca,C.R. England,0,0,0,0.0029969999999999997,0.111566,live,Auto services
BRrc3,BRrc3,CA Creative,0,0,0,0.026241999999999998,0.58382,live,Prof services
BRrc4,BRrc4,CAA,0,0,0,0.030817999999999998,0.62,live,Prof services
BRrc5,BRrc5,Cabin Love,0.129594,0,0.129594,0.531473,9.14311,live,Hotels
BRrch,BRrch,Cabot Cheese,0,0,0,0.080595,2.661401,live,Food
BRrc7,BRrc7,Cacique Inc.,0,0,0,0.019001999999999998,0.487062,live,Food
BRrc6,BRrc6,Café du Monde,0,0,0,0.045062,0.877193,live,Cafes
BRrc9,BRrc9,Cafe Rio,0,0,0,0.028943,0.561447,live,Casual dining
BRrpy,BRrpy,CafePress,0,0,0,0.0195,0.460653,live,Technology
BRrpb,BRrpb,Caffe Bene,0,0,0,0.002725,0.201005,live,Cafes
BRrpn,BRrpn,Caffitaly,0,0,0,0.000659,0.081967,live,Drinks
BRrpr,BRrpr,Cainz,0,0,0,0.0066159999999999995,0.5704969999999999,live,Stores & shops
BRrpf,BRrpf,Cairn Energy,0,0,0,0.000216,0.041754,live,Energy
BRrpg,BRrpg,CakeGuide,0.9259259999999999,0,0.9259259999999999,1.456165,18.962614,live,Food
BRrp8,BRrp8,Calafia Airlines,0,0,0,0.017932999999999998,0.859889,live,Airlines
BRrpj,BRrpj,Calbee,0,0,0,0.005776,0.34121399999999996,live,Food
BRrpk,BRrpk,Caleres,0,0,0,0.0030859999999999998,0.126263,live,Shoes
BRrpm,BRrpm,Calgary Co-op,0,0,0,0.002927,0.133547,live,Food
BRrpc,BRrpc,Califia Farms,0.074906,0,0.074906,0.29713,6.788408,live,Food
BRrpp,BRrpp,California Tortilla,0,0,0,0.004855,0.183824,live,Casual dining
BRrpq,BRrpq,Caliroots,0,0,0,0.08455499999999999,3.62069,live,Stores & shops
BRrpx,BRrpx,Call It Spring,0.069877,0,0.069877,0.16305799999999998,3.898459,live,Shoes
BRrpo,BRrpo,Calligritype,0,0,0,0.0010069999999999999,0.094787,live,Prof services
BRrpt,BRrpt,Callisto,0,0,0,0.0014039999999999999,0.09311000000000001,live,ORGs/Companies
BRrp1,BRrp1,CalPERS,0,0,0,0.003039,0.14962599999999998,live,Prof services
BRrpu,BRrpu,Calphalon,0,0,0,0.019891,1.041667,live,Household prod
BRrpi,BRrpi,Calumet Photographic,0,0,0,0.0027589999999999997,0.17508,live,Prof services
BRrps,BRrps,Calzedonia,0.292869,0,0.292869,0.723016,19.068582,live,Clothing
BRrpz,BRrpz,Cambridge Satchel,0,0,0,0.116727,3.962565,live,Bags
BRrpa,BRrpa,Cameron International,0,0,0,0.00134,0.080451,live,Energy
BRrp3,BRrp3,Campagnolo,0.043286,0,0.043286,0.19794,11.546499,live,Sporting Goods
BRrp4,BRrp4,Campari,0.041059,0,0.041059,0.132469,3.197206,live,Alcohol
BRrp5,BRrp5,Campbell Soup Co,0,0,0,0.048902,0.91673,live,Food
BRrph,BRrph,Camper,0.036805,0,0.036805,0.140932,2.811502,live,Shoes
BRrp7,BRrp7,Camping World,0,0,0,0.061383999999999994,1.178782,live,Auto rentals
BRrp6,BRrp6,Camus Cognac,0,0,0,0.004737,0.18326199999999998,live,Alcohol
BRrp9,BRrp9,Canada Dry,0,0,0,0.010017,0.21037899999999998,live,Drinks
BRrqy,BRrqy,Canada Goose,0.11537299999999999,0,0.11537299999999999,0.258466,3.320802,live,Clothing
BRrqb,BRrqb,Canadian National,0,0,0,0.004573,0.225632,live,Trains
BRrqn,BRrqn,Canadian Pacific,0,0,0,0.011285,0.360685,live,Trains
BRrqd,BRrqd,Canadian Tire,0,0,0,0.085494,4.3790700000000005,live,Stores & shops
BRrqr,BRrqr,Canali,0.053180000000000005,0,0.053180000000000005,0.118907,2.484472,live,Clothing
BRrqf,BRrqf,Canção Nova,0,0,0,0.542489,8.796520000000001,live,ORGs/Companies
BRrqg,BRrqg,Candlewick Press,0,0,0,0.06697399999999999,3.528226,live,Prof services
BRrq8,BRrq8,Cannondale,0.067039,0,0.067039,0.23821000000000003,16.185477,live,Sporting Goods
BRrqe,BRrqe,Canva,0.139649,0,0.139649,0.29797799999999997,4.121475,live,Software
BRrqj,BRrqj,Canyon Bicycles,0.109951,0,0.109951,0.397381,27.016623,live,Sporting Goods
BRrqk,BRrqk,Capcom,0.08419299999999999,0,0.08419299999999999,0.188418,4.341927,live,Games
BRrqm,BRrqm,Capitec Bank,0,0,0,0.033033,4.702401,live,Banks
BRrqc,BRrqc,Capitol Music Group,0,0,0,0.000419,0.054318,live,Prof services
BRrqp,BRrqp,Capresso,0,0,0,0.017794,1.593861,live,Home appliances
BRrqq,BRrqq,Capriotti's,0,0,0,0.014903,0.37188499999999997,live,Casual dining
BRrqx,BRrqx,Captain Blankenship,0,0,0,0.038738,1.27965,live,Beauty
BRrqo,BRrqo,Car&Vintage,0.110885,0,0.110885,0.32122799999999996,9.841828,live,eCommerce
BRrqt,BRrqt,Car 2 Go,0,0,0,0.0041600000000000005,0.161681,live,Auto rentals
BRrq1,BRrq1,Carcanet Press,0,0,0,0.005997,0.312891,live,Prof services
BRrqu,BRrqu,Cardinal Health,0,0,0,0.001152,0.079618,live,Healthcare
BRrqw,BRrqw,Care,0,0,0,0.000976,0.08481799999999999,live,ORGs/Companies
BRrqi,BRrqi,Care/Of,0.014999,0,0.014999,0.149943,2.738021,live,Healthcare
BRrqs,BRrqs,Cargill,0,0,0,0.010654,0.30907599999999996,live,Prof services
BRrqz,BRrqz,Carglass,0,0,0,0.000232,0.042193999999999995,live,Auto services
BRrqa,BRrqa,Cargolux,0,0,0,0.001518,0.091241,live,Airlines
BRrq3,BRrq3,CarGurus,0,0,0,0.045009,0.635324,live,Auto services
