,code,name,i_median,i_from,i_average,i_mean,i_to,code_status,subcategory
BRmhe,BRmhe,Ax Paris,0.060725999999999995,0,0.060725999999999995,0.225676,9.116099,live,Clothing
BRmhj,BRmhj,Posh Peanut?,0,0,0,0.16092099999999998,5.595161,live,Clothing
BRmhk,BRmhk,MM Basic,0,0,0,0.284589,24.895105,live,Clothing
BRmhm,BRmhm,24Karats,0,0,0,9.9e-05,0.019790000000000002,live,Clothing
BRmhc,BRmhc,Paraiso,0,0,0,0.14171799999999998,5.930041,live,Clothing
BRmhp,BRmhp,Zen,0,0,0,0.24306000000000003,7.375735,live,Clothing
BRmhq,BRmhq,NVGTN,0,0,0,0.074547,1.3546200000000002,live,Clothing
BRmho,BRmho,Agora Sou Mãe,0,0,0,0.25918399999999997,11.043689,live,Clothing
BRmht,BRmht,Doce De Coco Tricot,0,0,0,0.241772,8.444444,live,Clothing
BRmhu,BRmhu,Ali Xeeshan,0,0,0,0.03679,1.480485,live,Clothing
BRmhw,BRmhw,Dress & Go,0.023601999999999998,0,0.023601999999999998,0.395659,10.201296,live,Clothing
BRmhs,BRmhs,Luxe to Kill,0.08223699999999999,0,0.08223699999999999,0.206209,3.481332,live,Clothing
BRmhz,BRmhz,FAE,0.093765,0,0.093765,0.22210000000000002,3.786645,live,Clothing
BRmha,BRmha,Hipkini,0.080221,0,0.080221,0.477421,8.071506,live,Clothing
BRmh3,BRmh3,Sawary Jeans,0,0,0,0.220792,4.955872,live,Clothing
BRmh4,BRmh4,Seven Seven,0,0,0,0.119531,7.470817,live,Clothing
BRmh5,BRmh5,Suspicious,0.026331999999999998,0,0.026331999999999998,0.074381,0.9723759999999999,live,Clothing
BRmhh,BRmhh,Tarzz,0,0,0,0.0029609999999999997,0.18292699999999998,live,Clothing
BRmh7,BRmh7,Sundae Muse,0,0,0,0.084962,2.716523,live,Clothing
BRmh6,BRmh6,The Loom,0,0,0,0.032153,0.7566200000000001,live,Clothing
BRmh9,BRmh9,Akiabara,0,0,0,0.05246000000000001,5.610907,live,Clothing
BRm7y,BRm7y,Azzi & Osta,0.023910999999999998,0,0.023910999999999998,0.11912299999999999,4.745702,live,Clothing
BRm7b,BRm7b,Juststrong,0.028397,0,0.028397,0.127153,2.222222,live,Clothing
BRm7n,BRm7n,AJIO,0,0,0,0.015142,0.460526,live,Clothing
BRm7d,BRm7d,10.Deep,0.162778,0,0.162778,0.440853,10.388667,live,Clothing
BRm7r,BRm7r,Mihano Momosa,0.049652999999999996,0,0.049652999999999996,0.13614099999999998,3.038194,live,Clothing
BRm7f,BRm7f,Mars the Label,0.033868999999999996,0,0.033868999999999996,0.140203,5.182145,live,Clothing
BRm7g,BRm7g,Cakenis,0,0,0,0.194573,14.851485,live,Clothing
BRm78,BRm78,It Store,0,0,0,0.29093199999999997,7.881269,live,Clothing
BRm7e,BRm7e,Doce Flor,0,0,0,0.319081,9.915414,live,Clothing
BRm7j,BRm7j,Metal Mulisha,0.07395399999999999,0,0.07395399999999999,0.299162,10.399449,live,Clothing
BRm7k,BRm7k,Caos,0,0,0,0.322598,10.651341,live,Clothing
BRm7m,BRm7m,Pink Beach,0,0,0,0.062878,5.462999,live,Clothing
BRm7c,BRm7c,Bambo?lla,0,0,0,0.161303,5.044136,live,eCommerce
BRm7p,BRm7p,Thug Ave,0.060565999999999995,0,0.060565999999999995,0.39545399999999997,7.642857,live,Clothing
BRm7q,BRm7q,Kloset,0,0,0,0.17889000000000002,15.71754,live,Clothing
BRm7x,BRm7x,O Brasil Que Deu Certo,0,0,0,0.14596499999999998,5.347283,live,Clothing
BRm7o,BRm7o,NKstore,0.037816999999999996,0,0.037816999999999996,0.37764899999999996,11.307973,live,Clothing
BRm7t,BRm7t,Sndys,0.07037299999999999,0,0.07037299999999999,0.20449099999999998,7.755549,live,Clothing
BRm71,BRm71,Brides Journal,0.130378,0,0.130378,0.249443,4.041073,live,Clothing
BRm7u,BRm7u,Lady Rock,0.021866999999999998,0,0.021866999999999998,0.335947,8.759385,live,Clothing
BRm7w,BRm7w,Alamour,0.051032999999999995,0,0.051032999999999995,0.12611899999999998,2.043945,live,Clothing
BRm7i,BRm7i,Stone Fox Swim,0.198577,0,0.198577,0.452438,5.824158,live,Clothing
BRm7s,BRm7s,Bella Don?a,0.060578999999999994,0,0.060578999999999994,0.23771099999999998,5.622318,live,Clothing
BRm7z,BRm7z,Trendy Butler,0.129492,0,0.129492,0.32948000000000005,3.5853,live,Clothing
BRm7a,BRm7a,Morilee,0.083656,0,0.083656,0.192039,3.07309,live,Clothing
BRm73,BRm73,California Kisses,0.10599399999999999,0,0.10599399999999999,0.28191099999999997,6.120565,live,Clothing
BRm74,BRm74,Murau,0,0,0,0.367048,11.516156,live,Clothing
BRm75,BRm75,Frenchielove,0.141733,0,0.141733,0.390911,19.609967,live,Clothing
BRm7h,BRm7h,Pamdee Fashion,0,0,0,0.08330599999999999,5.979938,live,Clothing
BRm77,BRm77,Mz Beckyz,0,0,0,0.110763,7.496561,live,Clothing
BRm76,BRm76,Complot,0,0,0,0.21573299999999998,17.642276,live,Clothing
BRm79,BRm79,Fabiana Milazzo,0.031694,0,0.031694,0.343556,10.315186,live,Clothing
BRm6y,BRm6y,Axcid Shop,0.013630999999999999,0,0.013630999999999999,0.12106099999999999,3.267974,live,Clothing
BRm6b,BRm6b,Bo And Tee,0,0,0,0.010853,0.429953,live,Clothing
BRm6n,BRm6n,Aashni + Co,0,0,0,0.056531,1.61243,live,Clothing
BRm6d,BRm6d,Gym King,0.052645,0,0.052645,0.16222399999999998,5.332704,live,Clothing
BRm6r,BRm6r,Crybaby,0.022609,0,0.022609,0.10174599999999999,1.9762849999999998,live,Clothing
BRm6f,BRm6f,Bananhot,0.065727,0,0.065727,0.119349,1.834862,live,Clothing
BRm6g,BRm6g,Mariquita Trasquila?,0,0,0,0.040752,4.092282,live,Clothing
BRm68,BRm68,Stalk Buy Love,0,0,0,0.039438,0.8939969999999999,live,Clothing
BRm6e,BRm6e,Most Wanted,0,0,0,0.054071999999999995,2.722772,live,Clothing
BRm6j,BRm6j,Ranger Up,0.043025,0,0.043025,0.25874,16.3629,live,Clothing
BRm6k,BRm6k,Dollhouse,0.09784699999999999,0,0.09784699999999999,0.23122099999999998,4.317732,live,Clothing
BRm6m,BRm6m,Runaway,0.071588,0,0.071588,0.203041,6.519981,live,Clothing
BRm6c,BRm6c,Mila Owen,0,0,0,0.0205,1.788235,live,Clothing
BRm6p,BRm6p,Southern Fried Chics,0.027236999999999997,0,0.027236999999999997,0.211608,5.938843,live,Clothing
BRm6q,BRm6q,Saira Shakira,0,0,0,0.017837,0.772532,live,Clothing
BRm6x,BRm6x,River Babe Threads,0.080499,0,0.080499,0.33400599999999997,16.420504,live,Clothing
BRm6o,BRm6o,Live Fabulously,0.020395999999999997,0,0.020395999999999997,0.159334,3.978052,live,Clothing
BRm61,BRm61,Contra Sensura Denim,0,0,0,0.15328799999999998,5.827263,live,Clothing
BRm6u,BRm6u,Inhanna,0,0,0,0.124092,13.43442,live,Clothing
BRm6w,BRm6w,Fitjeans,0.012150000000000001,0,0.012150000000000001,0.07642399999999999,1.6520389999999998,live,Clothing
BRm6i,BRm6i,Madallola,0,0,0,0.23113699999999998,5.427567,live,Clothing
BRm6s,BRm6s,Cipitria,0,0,0,0.116301,11.602753,live,Clothing
BRm6z,BRm6z,Beachriot,0.12387799999999999,0,0.12387799999999999,0.335151,5.471125,live,Clothing
BRm6a,BRm6a,Portsaid,0,0,0,0.06909799999999999,7.855022,live,Clothing
BRm63,BRm63,Carmel,0,0,0,0.10059599999999999,7.569296,live,Clothing
BRm64,BRm64,Bubbleroom,0,0,0,0.062711,5.344735,live,Clothing
BRm65,BRm65,Dzarm,0,0,0,0.28169,6.683323,live,Clothing
BRm6h,BRm6h,About You,0,0,0,0.08762199999999999,4.557552,live,Clothing
BRm67,BRm67,Supre?,0.09927599999999999,0,0.09927599999999999,0.217913,4.861474,live,Clothing
BRm66,BRm66,Antix,0,0,0,0.36632000000000003,9.966893,live,Clothing
BRm69,BRm69,Selu?,0,0,0,0.09182599999999999,10.459588,live,Clothing
BRm9y,BRm9y,Gelato Pique,0,0,0,0.033875999999999996,2.209302,live,Clothing
BRm9b,BRm9b,Bubbles,0,0,0,0.06707,2.917647,live,Clothing
BRm9n,BRm9n,Fruit De La Passion,0,0,0,0.13031299999999998,2.861554,live,Clothing
BRm9d,BRm9d,D'Metal,0,0,0,0.147169,10.978767,live,Clothing
BRm9f,BRm9f,Freak's Store,0,0,0,0.024762,2.419544,live,Clothing
BRm9g,BRm9g,Iceberg,0.047004,0,0.047004,0.131038,2.638231,live,Clothing
BRm98,BRm98,Ateen,0,0,0,0.21079299999999998,7.705741,live,Clothing
BRm9e,BRm9e,StyleVitae,0,0,0,0.285585,16.111708,live,Clothing
BRm9j,BRm9j,All Dresses,0.09165899999999999,0,0.09165899999999999,0.16844,2.1929819999999998,live,Clothing
BRm9k,BRm9k,Moda Woow,0.10871499999999999,0,0.10871499999999999,0.211662,2.517361,live,Clothing
BRm9m,BRm9m,Little Party Dress,0,0,0,0.072028,5.071462,live,Clothing
BRm9c,BRm9c,Spezzato,0,0,0,0.31998299999999996,13.665466,live,Clothing
BRm9p,BRm9p,Twirly Dresses,0.028433999999999997,0,0.028433999999999997,0.183894,11.747667,live,Clothing
BRm9q,BRm9q,Social Status,0.010726,0,0.010726,0.12224499999999999,5.370061,live,Clothing
BRm9x,BRm9x,Compan?ia Fanta?stica,0,0,0,0.054064,3.712406,live,Clothing
BRm9o,BRm9o,Vavavoom,0,0,0,0.051823999999999995,2.959121,live,Clothing
BRm91,BRm91,Giwer,0,0,0,0.038265,5.794321,live,Clothing
BRm9u,BRm9u,Not Just A Label,0.013680000000000001,0,0.013680000000000001,0.136263,4.557292,live,Clothing
BRm9w,BRm9w,Cityblue,0,0,0,0.041034,1.472909,live,Clothing
BRm9i,BRm9i,Kinetix,0,0,0,0.015132,0.324675,live,Clothing
BRm9z,BRm9z,WA?Y,0,0,0,0.060201,4.287164,live,Clothing
BRm93,BRm93,Nour Hammour,0,0,0,0.050116999999999995,1.258581,live,Clothing
BRm94,BRm94,Wu5 Prive,0,0,0,0.018435,1.464187,live,Clothing
BRm95,BRm95,ADHYA,0,0,0,0.0025800000000000003,0.162734,live,Clothing
BRm9h,BRm9h,Heiress Couture,0,0,0,0.061471,5.97561,live,Clothing
BRm97,BRm97,Stilkolik,0,0,0,0.052654,1.209302,live,Clothing
BRm99,BRm99,Manotropo,0,0,0,0.081884,6.255144,live,Clothing
BRcyy,BRcyy,By Champagne,0,0,0,0.09482,3.495066,live,Clothing
BRcyn,BRcyn,Rana Madkour,0,0,0,0.013836999999999999,0.42643899999999996,live,Clothing
BRcyd,BRcyd,The Weitz Effect,0.061746999999999996,0,0.061746999999999996,0.11136499999999999,1.697852,live,Clothing
BRcyr,BRcyr,Zaheer Abbas,0,0,0,5.8e-05,0,live,Clothing
BRcyf,BRcyf,PREM,0.039896999999999995,0,0.039896999999999995,0.141103,3.93985,live,Clothing
BRcyg,BRcyg,Siempre Golden,0.052521,0,0.052521,0.100606,1.329787,live,Clothing
BRcy8,BRcy8,Galia Fahd,0,0,0,0.0408,2.790698,live,Clothing
BRcye,BRcye,West Coast,0,0,0,0.121095,2.348036,live,Clothing
BRcyj,BRcyj,Santorini Couture,0,0,0,0.022522,1.875,live,Clothing
BRcyk,BRcyk,Yanivpersy,0.018638,0,0.018638,0.056068,1.255539,live,Clothing
BRcym,BRcym,Ronny Kobo,0.0029649999999999998,0,0.0029649999999999998,0.087768,1.955105,live,Clothing
BRcyc,BRcyc,Mienah,0,0,0,0.029893,4.713115,live,Clothing
BRcyp,BRcyp,La Mania,0,0,0,0.038911,2.028699,live,Clothing
BRcyq,BRcyq,A La Russe,0,0,0,0.044003,1.002674,live,Clothing
BRcyx,BRcyx,Shilpa Reddy,0,0,0,0.000343,0.048996,live,Clothing
BRcyo,BRcyo,Claudenia Regia,0,0,0,0.108913,3.017241,live,Clothing
BRcy1,BRcy1,Awake NY,0,0,0,0.058320000000000004,2.72612,live,Clothing
BRcyu,BRcyu,Mesckla,0,0,0,0.12114399999999999,4.709502,live,Clothing
BRcyw,BRcyw,Samiia,0,0,0,0.014856999999999999,0.5544009999999999,live,Clothing
BRcyi,BRcyi,Equus,0,0,0,0.117396,3.4645669999999997,live,Clothing
BRcys,BRcys,Bryr Clogs,0,0,0,0.126438,5.157025,live,Clothing
BRcyz,BRcyz,Alyce Paris,0.04297,0,0.04297,0.11388899999999999,2.294933,live,Clothing
BRcya,BRcya,Hava,0,0,0,0.030890000000000004,2.711586,live,Clothing
BRcy3,BRcy3,Honey Peaches,0.026659,0,0.026659,0.079287,1.782422,live,Clothing
BRcy4,BRcy4,Mufti Jeans,0,0,0,0.00608,0.229183,live,Clothing
BRcy5,BRcy5,Designer-24,0,0,0,0.006391,0.255102,live,Clothing
BRcyh,BRcyh,O?H My Collection,0,0,0,0.06296399999999999,3.221083,live,Clothing
BRcy7,BRcy7,Tacoola,0.018914,0,0.018914,0.092791,2.85846,live,Clothing
BRcy6,BRcy6,Little Miss Aoki,0,0,0,0.046175,1.349141,live,Clothing
BRcy9,BRcy9,Wear Your Opinion,0,0,0,0.006098999999999999,0.315259,live,Clothing
BRcby,BRcby,Wren + Glory,0.021452,0,0.021452,0.073838,0.8990319999999999,live,Clothing
BRcbb,BRcbb,Fablestreet,0,0,0,0.004987999999999999,0.17543899999999998,live,Clothing
BRcbn,BRcbn,Bella Bridesmaids,0.017480000000000002,0,0.017480000000000002,0.10649000000000002,3.563897,live,Clothing
BRcbd,BRcbd,Blood Orange,0,0,0,0.00604,0.24676099999999998,live,Clothing
BRcbr,BRcbr,Threadlust,0.077078,0,0.077078,0.147898,1.8125,live,Clothing
BRcbf,BRcbf,Room TR,0,0,0,0.007532,0.258532,live,Clothing
BRcbg,BRcbg,Tadashi Shoji,0.055362999999999996,0,0.055362999999999996,0.153229,2.350637,live,Clothing
BRcb8,BRcb8,Gypsabella,0,0,0,0.018323,1.112485,live,Clothing
BRcbe,BRcbe,Elisha Red Label,0,0,0,0.110708,9.414025,live,Clothing
BRcbj,BRcbj,Lado Avesso Jeans,0,0,0,0.076222,2.420929,live,Clothing
BRcbk,BRcbk,Firziey Couture,0,0,0,0.041506999999999995,3.857907,live,Clothing
BRcbm,BRcbm,Essense Of Australia,0,0,0,0.067914,1.664832,live,Clothing
BRcbc,BRcbc,Enoivinhas,0,0,0,0.17132899999999998,6.390861,live,Clothing
BRcbp,BRcbp,New Age Rebel,0.05322,0,0.05322,0.116598,1.784821,live,Clothing
BRcbx,BRcbx,Odi et Amo,0,0,0,0.030365999999999997,1.349432,live,Clothing
BRcbo,BRcbo,Lacelys,0,0,0,0.070479,5.093281,live,Clothing
BRcbt,BRcbt,Be Gummy?,0,0,0,0.012359,1.060285,live,Clothing
BRcb1,BRcb1,Christi Wedding,0,0,0,0.008169,0.235294,live,Clothing
BRcbu,BRcbu,Zami,0,0,0,0.201796,4.81861,live,Clothing
BRcbw,BRcbw,Infanti,0,0,0,0.074279,3.394945,live,Clothing
BRcbi,BRcbi,Divina Pele,0,0,0,0.156876,4.572491,live,Clothing
BRcbs,BRcbs,Plastic Poproma,0,0,0,0.08749699999999999,4.025974,live,Clothing
BRcbz,BRcbz,Zalia,0,0,0,0.055583999999999995,4.833333,live,Clothing
BRcba,BRcba,Kyle Goffney,0.028492,0,0.028492,0.134649,5.959032,live,Clothing
BRcb3,BRcb3,Bryan Hearns,0.042283,0,0.042283,0.12822,2.056807,live,Clothing
BRcb4,BRcb4,Tarek Sinno,0,0,0,0.050276999999999995,4.270463,live,Clothing
BRcb5,BRcb5,Fashion Trends By Suzy Matar,0,0,0,0.011330999999999999,0.810373,live,Clothing
BRcbh,BRcbh,Lexes Fashion Atacado,0,0,0,0.09485299999999999,3.048327,live,Clothing
BRcb7,BRcb7,Kiksplace,0,0,0,0.087653,8.769344,live,Clothing
BRcb9,BRcb9,Yogie Pratama,0,0,0,0.115489,6.109726,live,Clothing
BRcny,BRcny,Courtyard La,0,0,0,0.128569,4.313519,live,Clothing
BRcnb,BRcnb,Max Glamm,0,0,0,0.161555,4.49294,live,Clothing
BRcnn,BRcnn,Alon Livne White,0.048118,0,0.048118,0.104114,1.968827,live,Clothing
BRcnd,BRcnd,GD1 Por Grazy Dantas,0,0,0,0.092708,3.5997120000000002,live,Clothing
BRcnr,BRcnr,Calla the label,0,0,0,0.019089,1.743265,live,Clothing
BRcnf,BRcnf,Gemeli Power,0.042406,0,0.042406,0.100822,1.893939,live,Clothing
BRcng,BRcng,LDA World,0,0,0,0.18568,17.745455,live,Clothing
BRcn8,BRcn8,Kodi,0,0,0,0.038690999999999996,3.309821,live,Clothing
BRcne,BRcne,Katayoon,0,0,0,0.07201,4.652378,live,Clothing
BRcnj,BRcnj,Modior,0,0,0,0.064638,6.4299800000000005,live,Clothing
BRcnk,BRcnk,Trapolis,0,0,0,0.076052,13.313276,live,Clothing
BRcnm,BRcnm,Lu Monteiro,0,0,0,0.137117,5.798993,live,Clothing
BRcnc,BRcnc,Jeem,0,0,0,0.007208,0.380102,live,Clothing
BRcnp,BRcnp,Liffe Trend,0,0,0,0.053994,4.71451,live,Clothing
BRcnq,BRcnq,Brock Collection,0,0,0,0.10745,3.6280229999999998,live,Clothing
BRcnx,BRcnx,Nikhil Thampi,0,0,0,0.034885,0.714286,live,Clothing
BRcno,BRcno,Ese? Aze?nabor Atelier,0,0,0,0.11276699999999999,4.258037,live,Clothing
BRcnt,BRcnt,Moda 2000,0,0,0,0.025710000000000004,0.9305209999999999,live,Clothing
BRcn1,BRcn1,She By Bena,0,0,0,0.146833,10.318514,live,Clothing
BRcnu,BRcnu,Moda Praia,0,0,0,0.107624,2.634961,live,Clothing
BRcnw,BRcnw,Sonaakshi Raaj Merani,0,0,0,0.026961,0.770713,live,Clothing
BRcni,BRcni,Azzurro,0,0,0,0.034737,2.5,live,Clothing
BRcns,BRcns,Planet Body,0,0,0,0.10935399999999999,3.935957,live,Clothing
BRcna,BRcna,Mugdha Art Studio,0,0,0,0.0033959999999999997,0.148699,live,Clothing
BRcn3,BRcn3,Doll House Bridesmaids ?,0.032272999999999996,0,0.032272999999999996,0.115589,3.250774,live,Clothing
BRcn4,BRcn4,Mts Mulatos,0,0,0,0.13439,9.25015,live,Clothing
BRcn5,BRcn5,Alphorria,0,0,0,0.179806,6.043046,live,Clothing
BRcnh,BRcnh,Asilio,0.046135999999999996,0,0.046135999999999996,0.19972399999999998,9.744361,live,Clothing
BRcn7,BRcn7,Lian Rokman,0.027857,0,0.027857,0.073699,1.288903,live,Clothing
BRcn6,BRcn6,Sima Brew,0,0,0,0.11698199999999999,8.834356,live,Clothing
BRcn9,BRcn9,Isabella Militao,0,0,0,0.219387,8.405342,live,Clothing
BRcdy,BRcdy,Linnea Kurung,0,0,0,0.127337,11.333333,live,Clothing
BRcdb,BRcdb,Temraza,0,0,0,0.025640000000000003,0.67037,live,Clothing
BRcdn,BRcdn,Wellgroomed Designs,0,0,0,0.045343,1.458671,live,Clothing
BRcdd,BRcdd,Sivvi,0,0,0,0.030767,2.325581,live,Clothing
BRcdr,BRcdr,Masala Baby + Masala Kids,0,0,0,0.022432,1.108033,live,Clothing
BRcdg,BRcdg,Jean-Louis Sabaji Couture,0,0,0,0.057663,2.076125,live,Clothing
BRcd8,BRcd8,Malaabis-By-Maymz,0,0,0,0.154239,24.958541,live,Clothing
BRcde,BRcde,Princess Adebola Jumoke Raji,0,0,0,0.10374699999999999,9.970674,live,Clothing
BRcdj,BRcdj,MC Company,0,0,0,0.169004,6.24235,live,Clothing
BRcdk,BRcdk,Annu’s Creation,0,0,0,0.002075,0.148699,live,Clothing
BRcdm,BRcdm,Pop Up Store,0,0,0,0.262667,7.990012,live,Clothing
BRcdc,BRcdc,Allechant,0,0,0,0.034099,1.412962,live,Clothing
BRcdp,BRcdp,Dai Wedding,0,0,0,0.018033999999999998,0.367647,live,Clothing
BRcdq,BRcdq,Matopeda,0,0,0,0.269401,19.153484,live,Clothing
BRcdx,BRcdx,Cappuccino Fashion,0,0,0,0.262807,7.58274,live,Clothing
BRcdo,BRcdo,Morango,0,0,0,0.171002,4.851064,live,Clothing
BRcdt,BRcdt,Titanium Jeans,0,0,0,0.12374299999999999,4.726617,live,Clothing
BRcd1,BRcd1,Basil Soda,0.023790000000000002,0,0.023790000000000002,0.106349,3.80868,live,Clothing
BRcdu,BRcdu,Remie Girl,0.045787999999999995,0,0.045787999999999995,0.223573,11.734492,live,Clothing
BRcdw,BRcdw,Hian Tjen,0,0,0,0.173536,8.949881,live,Clothing
BRcdi,BRcdi,Lenny Niemeyer,0.024082,0,0.024082,0.262044,9.047919,live,Clothing
BRcds,BRcds,Aishty,0,0,0,0.039203999999999996,0.876741,live,Clothing
BRcdz,BRcdz,Mister Zimi,0.016597999999999998,0,0.016597999999999998,0.23112000000000002,12.53759,live,Clothing
BRcda,BRcda,Lemonlunar,0.053022,0,0.053022,0.14774199999999998,4.326329,live,Clothing
BRcd3,BRcd3,Anggi Asmara,0,0,0,0.097399,5.496074,live,Clothing
BRcd4,BRcd4,Sana Safinaz,0,0,0,0.001682,0.117268,live,Clothing
BRcd5,BRcd5,Adenfashion,0,0,0,0.073284,4.011461,live,Clothing
BRcdh,BRcdh,Naviblue Bridal,0,0,0,0.047250999999999994,0.914724,live,Clothing
BRcd7,BRcd7,Yanina Couture,0.03703,0,0.03703,0.092751,1.69235,live,Clothing
BRcd6,BRcd6,Club L London,0,0,0,0.06291000000000001,2.081051,live,Clothing
BRcd9,BRcd9,Esmeral,0,0,0,0.245386,8.426966,live,Clothing
BRcry,BRcry,DeMillus,0,0,0,0.081412,1.993186,live,Clothing
BRcrb,BRcrb,Alothman Fashion,0,0,0,0.11661099999999999,8.405396,live,Clothing
BRcrn,BRcrn,Very Chic,0,0,0,0.138146,23.54399,live,Clothing
BRcrd,BRcrd,Petit Cherie,0,0,0,0.140257,5.867769,live,Clothing
BRcrr,BRcrr,Shop Fletch,0,0,0,0.07287,2.004582,live,Clothing
BRcrf,BRcrf,Barli Asmara,0,0,0,0.1705,7.291667,live,Clothing
BRcrg,BRcrg,Raizz,0,0,0,0.291083,10.347645,live,Clothing
BRcr8,BRcr8,SS Beachwear,0,0,0,0.079807,2.580645,live,Clothing
BRcre,BRcre,Gauri & Nainika,0,0,0,0.045624,1.094527,live,Clothing
BRcrj,BRcrj,Dollcake,0.052069,0,0.052069,0.193212,6.424792,live,Clothing
BRcrk,BRcrk,Bordadosepaetes,0,0,0,0.323001,8.708066,live,Clothing
BRcrm,BRcrm,Chidinma Obairi,0,0,0,0.018057999999999998,1.233819,live,Clothing
BRcrc,BRcrc,Emotions Atelier,0,0,0,0.10209399999999999,4.385965,live,Clothing
BRcrp,BRcrp,Sadaf Fawad Khan,0,0,0,0.006266,0.262123,live,Clothing
BRcrq,BRcrq,Cla De Luca Beachwear,0,0,0,0.307311,7.665136,live,Clothing
BRcrx,BRcrx,African Print Fashion,0,0,0,0.064014,4.421722,live,Clothing
BRcro,BRcro,Consciencia Jeans,0,0,0,0.09325399999999999,2.43829,live,Clothing
BRcrt,BRcrt,American Vintage,0,0,0,0.13312000000000002,5.588553,live,Clothing
BRcr1,BRcr1,Telekung Siti Khadijah,0,0,0,0.10010799999999999,8.393285,live,Clothing
BRcru,BRcru,Mint Swim,0.050983999999999995,0,0.050983999999999995,0.256189,5.976331,live,Clothing
BRcrw,BRcrw,Miskay,0,0,0,0.256281,18.797629,live,Clothing
BRcri,BRcri,W Closet,0,0,0,0.011823,0.8474579999999999,live,Clothing
BRcrs,BRcrs,Leblog Store,0,0,0,0.191666,6.055156,live,Clothing
BRcrz,BRcrz,Stelly clothing,0.090847,0,0.090847,0.216941,5.356109,live,Clothing
BRcra,BRcra,Jolyn,0.058858,0,0.058858,0.11696899999999999,1.760176,live,Clothing
BRcr3,BRcr3,Miracle Bikini,0,0,0,0.131706,9.854641,live,Clothing
BRcr4,BRcr4,The Desire Shop,0,0,0,0.100158,5.850041,live,Clothing
BRcr5,BRcr5,Garota,0.077494,0,0.077494,0.421058,16.421495,live,Clothing
BRcrh,BRcrh,Guo Pei,0.084317,0,0.084317,0.198742,3.578038,live,Clothing
BRcr6,BRcr6,Unique Chic,0,0,0,0.196968,6.629492,live,Clothing
BRcr9,BRcr9,Warehouse,0.048894,0,0.048894,0.233557,10.989011,live,Clothing
BRcfy,BRcfy,Crochetaria,0,0,0,0.20241499999999998,4.491425,live,Clothing
BRcfb,BRcfb,Only,0.071199,0,0.071199,0.246365,6.296992,live,Clothing
BRcfn,BRcfn,Criss By Cristina Hurtado,0,0,0,0.16882899999999998,11.075949,live,Clothing
BRcfd,BRcfd,Animê,0,0,0,0.186973,6.894808,live,Clothing
BRcfr,BRcfr,Monsoon,0,0,0,0.110884,4.65288,live,Clothing
BRcff,BRcff,April by Kunbi,0,0,0,0.363705,29.347826,live,Clothing
BRcfg,BRcfg,Amojolie,0,0,0,0.30294699999999997,18.321918,live,Clothing
BRcf8,BRcf8,Escada,0,0,0,0.003218,0.120861,live,Clothing
BRcfe,BRcfe,U?nicas,0,0,0,0.342231,11.235655,live,Clothing
BRcfj,BRcfj,Peuterey,0,0,0,0.033193,0.8781559999999999,live,Clothing
BRcfk,BRcfk,Imperial Fashion,0,0,0,0.057590999999999996,2.874677,live,Clothing
BRcfm,BRcfm,Rizalmohd,0,0,0,0.071647,5.172414,live,Clothing
BRcfc,BRcfc,Myraswim,0.096631,0,0.096631,0.242971,4.282518,live,Clothing
BRcfp,BRcfp,Donali,0,0,0,0.185061,10.290237,live,Clothing
BRcfq,BRcfq,Le Infance,0,0,0,0.14288199999999998,5.954825,live,Clothing
BRcfx,BRcfx,Luzia Fazzolli,0,0,0,0.22539199999999998,7.203065,live,Clothing
BRcfo,BRcfo,Kujta & Meri,0,0,0,0.027857999999999997,0.833333,live,Clothing
BRcft,BRcft,Craftsvilla,0,0,0,0.011352,0.36133699999999996,live,Clothing
BRcf1,BRcf1,Akhrot,0,0,0,0.001375,0.104822,live,Clothing
BRcfu,BRcfu,Skunk,0,0,0,0.077496,3.390491,live,Clothing
BRcfw,BRcfw,Happiness Brand,0.051164,0,0.051164,0.128392,4.610751,live,Clothing
BRcfi,BRcfi,HIT,0,0,0,0.22292399999999998,8.033573,live,Clothing
BRcfz,BRcfz,Lou Bucca & Marie?e,0,0,0,0.155557,4.810997,live,Clothing
BRcfa,BRcfa,Shibinda,0,0,0,0.127184,12.457143,live,Clothing
BRcf3,BRcf3,Rimple & Harpreet Narula,0,0,0,0.023604,0.7117439999999999,live,Clothing
BRcf4,BRcf4,Boda Skins,0.14144299999999999,0,0.14144299999999999,0.23653000000000002,2.229654,live,Clothing
BRcf5,BRcf5,Kiki's Fashion,0,0,0,0.362176,35.384615,live,Clothing
BRcfh,BRcfh,Loveafrica Bikinis,0,0,0,0.103655,10.089841,live,Clothing
BRcf6,BRcf6,Emprada,0.017370999999999998,0,0.017370999999999998,0.067998,1.109918,live,Clothing
BRcf9,BRcf9,Faballey,0,0,0,0.014091999999999999,0.364431,live,Clothing
BRcgy,BRcgy,San Lorenzo,0.163288,0,0.163288,0.296046,4.413619,live,Clothing
BRcgb,BRcgb,Marisol,0,0,0,0.065893,2.714932,live,Clothing
BRcgn,BRcgn,Charth,0,0,0,0.115405,3.361126,live,Clothing
BRcgd,BRcgd,Bamba Swim,0.07385499999999999,0,0.07385499999999999,0.201198,3.966438,live,Clothing
BRcgr,BRcgr,Mikoh,0.156367,0,0.156367,0.356332,5.994212,live,Clothing
